date,description,amount,source_file
2023-02-23,Card Purchase 02/22 Dd Doordash Popeyes 855-973-1040 CA Card -,-17.92,9092 Statement Feb 2023.pdf
2023-02-23,Payment Sent 02/22 Cash App*Chaz 8774174551 CA Card 5058 -,-20.00,9092 Statement Feb 2023.pdf
2023-02-27,Card Purchase With Pin 02/26 Wm Superc Wal-Mart Sup Beaumont CA -,-3.48,9092 Statement Feb 2023.pdf
2023-02-27,Card Purchase 02/27 Dd Doordash Popeyes 855-973-1040 CA Card -,-17.92,9092 Statement Feb 2023.pdf
2023-02-27,Card Purchase With Pin 02/26 Albertsons #351 Banning CA Card 5058 -,-5.99,9092 Statement Feb 2023.pdf
2023-03-01,Card Purchase With Pin 03/01 Arco #42610 Hemet CA Card 5058 -,-50.35,9092 Statement Feb 2023.pdf
2023-03-01,Card Purchase 03/01 Chegg Order 855-440-1323 CA Card 5058 -,-15.95,9092 Statement Feb 2023.pdf
2023-03-02,Card Purchase 03/02 Raising Cane's 470 Beaumont CA Card 5058 -,-10.76,9092 Statement Feb 2023.pdf
2023-03-03,Card Purchase With Pin 03/03 Wal-Mart #5156 Beaumont CA Card 5058 -,-29.58,9092 Statement Feb 2023.pdf
2023-03-06,Card Purchase 03/04 Pp*Apple.Com/Bill 402-935-7733 CA Card 5058 -,-2.99,9092 Statement Feb 2023.pdf
2023-03-09,Card Purchase 03/08 Carls Jr 1100605 Banning CA Card 5058 -,-12.91,9092 Statement Feb 2023.pdf
2023-03-10,Card Purchase With Pin 03/10 Staterbro 1661 E 6th S Beaumont CA Card -,-2.78,9092 Statement Feb 2023.pdf
2023-03-13,Recurring Card Purchase 03/10 Cko*Patreon* Membershi 833-9728766 CA -,-6.00,9092 Statement Feb 2023.pdf
2023-03-15,Monthly Service Fee -,-12.00,9092 Statement Feb 2023.pdf
2023-03-17,Card Purchase 03/17 Steam Purchase 425-9522985 WA Card 5058 -,-5.00,9092 Statement Mar 2023.pdf
2023-03-17,Card Purchase 03/15 IN N Out Burger 355 Beaumont CA Card 5058 -,-5.55,9092 Statement Mar 2023.pdf
2023-03-22,Card Purchase With Pin 03/22 Arco #42405 Ampm Beaumont CA Card -,-50.35,9092 Statement Mar 2023.pdf
2023-03-22,Card Purchase 03/21 Domino's 8431 951-769-5777 CA Card 5058 -,-22.40,9092 Statement Mar 2023.pdf
2023-03-23,Card Purchase 03/22 Carls Jr 1100605 Banning CA Card 5058 -,-8.07,9092 Statement Mar 2023.pdf
2023-03-27,Card Purchase 03/26 Domino's 8431 951-769-5777 CA Card 5058 -,-18.09,9092 Statement Mar 2023.pdf
2023-03-28,Recurring Card Purchase 03/28 Chegg Order 855-440-1323 CA Card 5058 -,-15.95,9092 Statement Mar 2023.pdf
2023-03-29,Card Purchase 03/29 Dd Doordash Popeyes 855-973-1040 CA Card -,-18.92,9092 Statement Mar 2023.pdf
2023-04-03,Card Purchase 03/31 Domino's 8431 951-769-5777 CA Card 5058 -,-21.17,9092 Statement Mar 2023.pdf
2023-04-06,Card Purchase 04/05 Pp*Apple.Com/Bill 402-935-7733 CA Card 5058 -,-2.99,9092 Statement Mar 2023.pdf
2023-04-06,Card Purchase With Pin 04/05 Albertsons #351 Banning CA Card 5058 -,-9.98,9092 Statement Mar 2023.pdf
2023-04-07,Card Purchase 04/06 Permit/Citation Prkgs 805-562-8200 CA Card -,-35.00,9092 Statement Mar 2023.pdf
2023-04-07,Card Purchase 04/06 Permit/Citation Prkgs 805-562-8200 CA Card -,-34.00,9092 Statement Mar 2023.pdf
2023-04-10,Card Purchase 04/10 Dd Doordash Themeltdo 855-973-1040 CA -,-35.90,9092 Statement Mar 2023.pdf
2023-04-14,Card Purchase With Pin 04/14 Arco #42405 Ampm Beaumont CA Card -,-49.16,9092 Statement Mar 2023.pdf
2023-04-17,Monthly Service Fee -,-12.00,9092 Statement Mar 2023.pdf
2023-04-18,Card Purchase 04/17 Coding Dojo Inc. Httpswww.Codi CA Card 5058 -,-141.50,9092 Statement Apr 2023.pdf
2023-04-19,Online Transfer From Sav ...2257 Transaction#: 17132821902,6000.00,9092 Statement Apr 2023.pdf
2023-04-19,Card Purchase 04/17 Cg Laundry Towson Univ 804-7846100 MD -,-10.00,9092 Statement Apr 2023.pdf
2023-04-28,Card Purchase 04/27 Domino's 8431 951-769-5777 CA Card 5058 -,-22.40,9092 Statement Apr 2023.pdf
2023-04-28,Recurring Card Purchase 04/28 Chegg Order 855-440-1323 CA Card 5058 -,-15.95,9092 Statement Apr 2023.pdf
2023-05-04,Card Purchase 05/04 Dd Doordash Domenicos 855-973-1040 CA -,-27.25,9092 Statement Apr 2023.pdf
2023-05-04,Card Purchase 05/03 Numerade 833-6863723 CA Card 5058 -,-6.99,9092 Statement Apr 2023.pdf
2023-05-04,Card Purchase 05/04 Pp*Apple.Com/Bill 402-935-7733 CA Card 5058 -,-2.99,9092 Statement Apr 2023.pdf
2023-05-09,Card Purchase 05/08 Domino's 8431 951-769-5777 CA Card 5058 -,-23.38,9092 Statement Apr 2023.pdf
2023-05-10,Card Purchase 05/10 Dd Doordash Popeyeslo 855-973-1040 CA -,-17.57,9092 Statement Apr 2023.pdf
2023-05-11,Card Purchase 05/10 Raising Canes 0470 Beaumont CA Card 5058 -,-10.76,9092 Statement Apr 2023.pdf
2023-05-15,Card Purchase 05/15 Dd Doordash Popeyeslo 855-973-1040 CA -,-16.58,9092 Statement Apr 2023.pdf
2023-05-15,Card Purchase 05/12 Domino's 8431 951-769-5777 CA Card 5058 -,-11.18,9092 Statement Apr 2023.pdf
2023-05-15,Card Purchase 05/15 Pp*Apple.Com/Bill 402-935-7733 CA Card 5058 -,-4.99,9092 Statement Apr 2023.pdf
2023-05-15,Card Purchase With Pin 05/15 Petco 1171 Beaumont CA Card 5058 -,-27.94,9092 Statement Apr 2023.pdf
2023-06-20,Card Purchase With Pin 06/17 Wm Superc Wal-Mart Sup Beaumont CA -,-81.24,9092 Statement Jun 2023.pdf
2023-07-03,Card Purchase 07/01 Dd Doordash Popeyeslo 855-973-1040 CA -,-18.77,9092 Statement Jun 2023.pdf
2023-07-03,Card Purchase 07/02 Dd Doordash Tacobell 855-973-1040 CA Card -,-16.55,9092 Statement Jun 2023.pdf
2023-07-05,Card Purchase 07/05 Dd Doordash Popeyeslo 855-973-1040 CA -,-18.77,9092 Statement Jun 2023.pdf
2023-07-05,Card Purchase 07/04 Pp*Apple.Com/Bill 402-935-7733 CA Card 5058 -,-2.99,9092 Statement Jun 2023.pdf
2023-07-05,Card Purchase 07/04 Dd Doordash Tacobell 855-973-1040 CA Card -,-15.74,9092 Statement Jun 2023.pdf
2023-07-05,Recurring Card Purchase 07/05 Doordash Dashpass Www.Doordash. CA -,-4.99,9092 Statement Jun 2023.pdf
2023-07-07,Online Transfer From Chk ...3122 Transaction#: 17828436724,5000.00,9092 Statement Jun 2023.pdf
2023-07-10,Mia Share Mia Share I9Xj844Gw Web ID: 945440567 -,-3847.75,9092 Statement Jun 2023.pdf
2023-07-12,Recurring Card Purchase 07/12 Doordash Dashpass Www.Doordash. CA -,-96.00,9092 Statement Jun 2023.pdf
2023-07-12,Card Purchase 07/12 Shockbyte Pty Ltd 0423137366 Card 5058 -,-10.00,9092 Statement Jun 2023.pdf
2023-07-12,Card Purchase 07/12 Dd Doordash Popeyeslo 855-973-1040 CA -,-18.77,9092 Statement Jun 2023.pdf
2023-07-13,Card Purchase 07/13 Dd Doordash Albertosm 855-973-1040 CA Card -,-21.65,9092 Statement Jun 2023.pdf
2023-07-14,Card Purchase 07/14 Dd Doordash Domenicos 855-973-1040 CA -,-24.38,9092 Statement Jun 2023.pdf
2023-07-17,Card Purchase 07/16 Dd Doordash Domenicos 855-973-1040 CA -,-24.38,9092 Statement Jun 2023.pdf
2023-07-17,Card Purchase 07/15 Dd Doordash Albertosm 855-973-1040 CA Card -,-20.53,9092 Statement Jun 2023.pdf
2023-07-17,Card Purchase 07/15 Dd Doordash Wingstop 855-973-1040 CA Card -,-19.58,9092 Statement Jun 2023.pdf
2023-07-17,Card Purchase 07/17 Dd Doordash Onohawaii 855-973-1040 CA -,-22.16,9092 Statement Jun 2023.pdf
2023-07-18,Card Purchase 07/18 Doordash*Albertos ME Www.Doordash. CA -,-21.53,9092 Statement Jun 2023.pdf
2023-07-19,Card Purchase 07/19 Dd Doordash Popeyeslo 855-973-1040 CA -,-16.57,9092 Statement Jul 2023.pdf
2023-07-20,Card Purchase 07/20 Dd Doordash Popeyeslo 855-973-1040 CA -,-16.57,9092 Statement Jul 2023.pdf
2023-07-21,Card Purchase 07/20 Xsolla *Voicemod Xsolla.Com CA Card 5058 -,-36.00,9092 Statement Jul 2023.pdf
2023-07-24,Card Purchase 07/24 Dd Doordash Domenicos 855-973-1040 CA -,-34.19,9092 Statement Jul 2023.pdf
2023-07-31,Card Purchase 07/30 Dd Doordash Albertosm 855-973-1040 CA Card -,-17.15,9092 Statement Jul 2023.pdf
2023-08-04,Card Purchase 08/04 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Jul 2023.pdf
2023-08-04,Card Purchase 08/04 Dd Doordash Wingstop 855-973-1040 CA Card -,-19.63,9092 Statement Jul 2023.pdf
2023-08-07,Card Purchase With Pin 08/06 Albertsons #351 Banning CA Card 5058 -,-13.97,9092 Statement Jul 2023.pdf
2023-08-07,Online Transfer From Sav ...2257 Transaction#: 18105102458,8000.00,9092 Statement Jul 2023.pdf
2023-08-07,Card Purchase With Pin 08/06 Petco 1171 Beaumont CA Card 5058 -,-47.88,9092 Statement Jul 2023.pdf
2023-08-07,Card Purchase With Pin 08/06 Wm Superc Wal-Mart Sup Beaumont CA -,-14.14,9092 Statement Jul 2023.pdf
2023-08-08,Card Purchase 08/07 Raising Canes 0470 Beaumont CA Card 5058 -,-18.58,9092 Statement Jul 2023.pdf
2023-08-08,Mia Share Mia Share IV8Jygren Web ID: 945440567 -,-3847.75,9092 Statement Jul 2023.pdf
2023-08-09,Card Purchase 08/09 Dd Doordash Onohawaii 855-973-1040 CA -,-37.69,9092 Statement Jul 2023.pdf
2023-08-09,Card Purchase 08/09 Dd Doordash Wingstop 855-973-1040 CA Card -,-18.71,9092 Statement Jul 2023.pdf
2023-08-09,Card Purchase With Pin 08/09 Wal-Mart #5156 Beaumont CA Card 5058 -,-59.10,9092 Statement Jul 2023.pdf
2023-08-10,Card Purchase 08/09 Sq *California Skin Ins Beaumont CA Card -,-108.00,9092 Statement Jul 2023.pdf
2023-08-10,Card Purchase 08/10 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Jul 2023.pdf
2023-08-11,Card Purchase 08/10 Raising Canes 0470 Beaumont CA Card 5058 -,-12.68,9092 Statement Jul 2023.pdf
2023-08-14,Card Purchase 08/13 Dd Doordash Popeyeslo 855-973-1040 CA -,-20.49,9092 Statement Jul 2023.pdf
2023-08-14,Card Purchase 08/12 Dd Doordash Popeyeslo 855-973-1040 CA -,-16.78,9092 Statement Jul 2023.pdf
2023-08-14,Card Purchase 08/14 Dd Doordash Gusjrno7 855-973-1040 CA Card -,-17.66,9092 Statement Jul 2023.pdf
2023-08-16,Card Purchase 08/16 Dd Doordash Gusjrno7 855-973-1040 CA Card -,-17.66,9092 Statement Aug 2023.pdf
2023-08-16,Card Purchase 08/16 Dd Doordash Mcdonalds 855-973-1040 CA -,-18.26,9092 Statement Aug 2023.pdf
2023-08-18,Card Purchase 08/18 Dd Doordash Mcdonalds 855-973-1040 CA -,-17.03,9092 Statement Aug 2023.pdf
2023-08-21,Card Purchase 08/19 Dd Doordash Wingstop 855-973-1040 CA Card -,-18.71,9092 Statement Aug 2023.pdf
2023-08-21,Card Purchase 08/18 Dd Doordash Mcdonalds 855-973-1040 CA -,-18.26,9092 Statement Aug 2023.pdf
2023-08-22,Card Purchase 08/22 Dd Doordash Toplittle 855-973-1040 CA Card -,-18.76,9092 Statement Aug 2023.pdf
2023-08-23,Card Purchase 08/22 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Aug 2023.pdf
2023-08-24,Card Purchase 08/22 IN N Out Burger 355 Beaumont CA Card 5058 -,-10.29,9092 Statement Aug 2023.pdf
2023-08-25,Card Purchase 08/23 IN N Out Burger 355 Beaumont CA Card 5058 -,-10.29,9092 Statement Aug 2023.pdf
2023-08-29,Card Purchase 08/29 Dd Doordash Mcdonalds 855-973-1040 CA -,-18.26,9092 Statement Aug 2023.pdf
2023-09-06,Card Purchase 09/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Aug 2023.pdf
2023-09-07,Card Purchase 09/07 Dd Doordash Albertosm 855-973-1040 CA Card -,-18.15,9092 Statement Aug 2023.pdf
2023-09-08,Mia Share Mia Share I9X9Vkgy7 Web ID: 945440567 -,-3847.75,9092 Statement Aug 2023.pdf
2023-09-11,Card Purchase 09/11 Dd Doordash Wingstop 855-973-1040 CA Card -,-18.71,9092 Statement Aug 2023.pdf
2023-09-13,Card Purchase 09/13 Dd Doordash Wingstop 855-973-1040 CA Card -,-18.71,9092 Statement Aug 2023.pdf
2023-09-13,Card Purchase With Pin 09/13 Wm Superc Wal-Mart Sup Beaumont CA -,-47.38,9092 Statement Aug 2023.pdf
2023-09-18,Card Purchase 09/18 Dd Doordash Popeyeslo 855-973-1040 CA -,-17.47,9092 Statement Aug 2023.pdf
2023-09-18,Card Purchase 09/18 Wl *Steam Purchase 425-9522985 WA Card -,-9.99,9092 Statement Aug 2023.pdf
2023-09-18,Card Purchase 09/15 Dd Doordash Wingstop 855-973-1040 CA Card -,-18.71,9092 Statement Aug 2023.pdf
2023-09-18,Card Purchase 09/16 Dd Doordash Popeyeslo 855-973-1040 CA -,-17.47,9092 Statement Aug 2023.pdf
2023-09-20,Card Purchase 09/20 Dd Doordash Domenicos 855-973-1040 CA -,-24.38,9092 Statement Sep 2023.pdf
2023-09-22,Card Purchase 09/22 Dd Doordash Domenicos 855-973-1040 CA -,-25.87,9092 Statement Sep 2023.pdf
2023-09-22,Card Purchase 09/21 Dd Doordash Mcdonalds 855-973-1040 CA -,-18.26,9092 Statement Sep 2023.pdf
2023-09-25,Card Purchase 09/23 Dd Doordash Wingstop 855-973-1040 CA Card -,-19.54,9092 Statement Sep 2023.pdf
2023-09-28,Card Purchase With Pin 09/28 Arco #42405 Ampm Beaumont CA Card -,-54.65,9092 Statement Sep 2023.pdf
2023-10-03,Card Purchase 10/02 Dd Doordash Wingstop 855-973-1040 CA Card -,-19.85,9092 Statement Sep 2023.pdf
2023-10-06,Card Purchase 10/05 Dd Doordash Wingstop 855-973-1040 CA Card -,-21.36,9092 Statement Sep 2023.pdf
2023-10-06,Card Purchase 10/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Sep 2023.pdf
2023-10-10,Card Purchase 10/09 Hoyoverse Singapore Card 5058 -,-4.99,9092 Statement Sep 2023.pdf
2023-10-10,Card Purchase 10/07 Dd Doordash Wingstop 855-973-1040 CA Card -,-19.85,9092 Statement Sep 2023.pdf
2023-10-10,Card Purchase 10/08 Dd Doordash Popeyeslo 855-973-1040 CA -,-18.35,9092 Statement Sep 2023.pdf
2023-10-12,Card Purchase With Pin 10/12 Arco #42405 Ampm Beaumont CA Card -,-59.16,9092 Statement Sep 2023.pdf
2023-10-16,Card Purchase With Pin 10/15 Wal-Mart Super Center Beaumont CA Card -,-34.83,9092 Statement Sep 2023.pdf
2023-10-16,Card Purchase 10/13 IN N Out Burger 355 Beaumont CA Card 5058 -,-10.29,9092 Statement Sep 2023.pdf
2023-10-16,Card Purchase With Pin 10/15 Wm Superc Wal-Mart Sup Beaumont CA -,-16.36,9092 Statement Sep 2023.pdf
2023-10-16,Card Purchase With Pin 10/15 Walgreens Store 60 N H Banning CA Card -,-7.33,9092 Statement Sep 2023.pdf
2023-10-23,Card Purchase With Pin 10/23 Wm Superc Wal-Mart Sup Beaumont CA -,-8.72,9092 Statement Oct 2023.pdf
2023-10-23,Card Purchase 10/20 Dd Doordash Popeyeslo 855-973-1040 CA -,-18.35,9092 Statement Oct 2023.pdf
2023-10-23,Card Purchase 10/21 Dd Doordash Domenicos 855-973-1040 CA -,-25.00,9092 Statement Oct 2023.pdf
2023-10-25,Card Purchase 10/25 Dd Doordash Wingstop 855-973-1040 CA Card -,-21.36,9092 Statement Oct 2023.pdf
2023-10-30,Recurring Card Purchase 10/28 Chess.Com Chess.Com 800-3182827 CA -,-119.99,9092 Statement Oct 2023.pdf
2023-11-01,Card Purchase Return 10/31 Chess.Com Chess.Com 800-3182827 CA,119.99,9092 Statement Oct 2023.pdf
2023-11-06,Card Purchase With Pin 11/06 Petco 1171 Beaumont CA Card 5058 -,-45.88,9092 Statement Oct 2023.pdf
2023-11-06,Card Purchase 11/06 Wl *Steam Purchase 425-9522985 WA Card -,-22.49,9092 Statement Oct 2023.pdf
2023-11-06,Card Purchase 11/03 Dd Doordash Wingstop 855-973-1040 CA Card -,-19.85,9092 Statement Oct 2023.pdf
2023-11-06,Card Purchase 11/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Oct 2023.pdf
2023-11-06,Card Purchase 11/06 Dd Doordash Popeyeslo 855-973-1040 CA -,-18.93,9092 Statement Oct 2023.pdf
2023-11-08,Card Purchase 11/07 Domino's 8431 951-769-5777 CA Card 5058 -,-23.38,9092 Statement Oct 2023.pdf
2023-11-10,Card Purchase 11/08 Hoyoverse Singapore Card 5058 -,-4.99,9092 Statement Oct 2023.pdf
2023-11-13,Card Purchase 11/12 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.97,9092 Statement Oct 2023.pdf
2023-11-16,Card Purchase 11/16 Dd Doordash Wingstop 855-973-1040 CA Card -,-20.30,9092 Statement Nov 2023.pdf
2023-11-17,Card Purchase 11/16 Dd Doordash Popeyeslo 855-973-1040 CA -,-18.93,9092 Statement Nov 2023.pdf
2023-11-20,Card Purchase 11/17 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Nov 2023.pdf
2023-11-20,Card Purchase 11/18 Dd Doordash Albertosm 855-973-1040 CA Card -,-5.44,9092 Statement Nov 2023.pdf
2023-11-22,Card Purchase 11/21 Domino's 8431 951-769-5777 CA Card 5058 -,-20.00,9092 Statement Nov 2023.pdf
2023-11-24,Card Purchase 11/22 Raising Canes 0470 Beaumont CA Card 5058 -,-12.91,9092 Statement Nov 2023.pdf
2023-11-27,Card Purchase 11/26 Dd Doordash Wingstop 855-973-1040 CA Card -,-22.65,9092 Statement Nov 2023.pdf
2023-11-27,Card Purchase 11/24 Domino's 8431 951-769-5777 CA Card 5058 -,-17.46,9092 Statement Nov 2023.pdf
2023-11-29,Recurring Card Purchase 11/29 Linkedin Pre 895763307 855-6535653 CA -,-39.99,9092 Statement Nov 2023.pdf
2023-12-04,Card Purchase 12/04 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Nov 2023.pdf
2023-12-05,Card Purchase 12/05 Dd Doordash Popeyeslo 855-973-1040 CA -,-19.43,9092 Statement Nov 2023.pdf
2023-12-11,Card Purchase 12/11 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Nov 2023.pdf
2023-12-12,Card Purchase 12/12 Dd Doordash Popeyeslo 855-973-1040 CA -,-19.43,9092 Statement Nov 2023.pdf
2023-12-13,Card Purchase 12/13 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Nov 2023.pdf
2023-12-14,Card Purchase With Pin 12/14 Wal-Mart #5156 Beaumont CA Card 5058 -,-41.79,9092 Statement Nov 2023.pdf
2023-12-15,Card Purchase 12/14 IN-N-Out Beaumont Beaumont CA Card 5058 -,-13.79,9092 Statement Nov 2023.pdf
2024-01-02,Card Purchase 12/29 Dd Doordash Popeyeslo 855-973-1040 CA -,-19.75,9092 Statement Jan 2024.pdf
2024-01-03,Card Purchase 01/03 Steamgames.Com 4259522 425-8899642 WA -,-29.99,9092 Statement Jan 2024.pdf
2024-01-04,Card Purchase With Pin 01/04 Arco #42405 Ampm Beaumont CA Card -,-58.63,9092 Statement Jan 2024.pdf
2024-01-04,Card Purchase 01/04 Steamgames.Com 4259522 425-8899642 WA -,-29.99,9092 Statement Jan 2024.pdf
2024-01-04,Card Purchase 01/02 Chick-Fil-A #04524 Yucaipa CA Card 5058 -,-12.75,9092 Statement Jan 2024.pdf
2024-01-08,Card Purchase 01/07 Steamgames.Com 4259522 425-8899642 WA -,-0.99,9092 Statement Jan 2024.pdf
2024-01-08,Card Purchase 01/08 Dd Doordash Domenicos 855-973-1040 CA -,-25.49,9092 Statement Jan 2024.pdf
2024-01-08,Card Purchase 01/06 Dd Doordash Domenicos 855-973-1040 CA -,-25.00,9092 Statement Jan 2024.pdf
2024-01-08,Card Purchase 01/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Jan 2024.pdf
2024-01-17,Monthly Service Fee -,-12.00,9092 Statement Jan 2024.pdf
2024-02-20,Card Purchase 02/17 Rite Aid 05671 Banning CA Card 5058 -,-6.00,9092 Statement Feb 2024.pdf
2024-02-26,Card Purchase 02/24 Dd Doordash Popeyeslo 855-973-1040 CA -,-18.72,9092 Statement Feb 2024.pdf
2024-02-28,Card Purchase 02/28 Dd Doordash Wingstop 855-973-1040 CA Card -,-23.14,9092 Statement Feb 2024.pdf
2024-02-29,Recurring Card Purchase 02/29 Linkedin Pre 928019465 855-6535653 CA -,-39.99,9092 Statement Feb 2024.pdf
2024-03-01,Card Purchase With Pin 03/01 Wm Superc Wal-Mart Sup Beaumont CA -,-18.48,9092 Statement Feb 2024.pdf
2024-03-01,ATM Cash Deposit 03/01 1693 E 2ND St Beaumont CA Card 5058,880.00,9092 Statement Feb 2024.pdf
2024-03-01,ATM Cash Deposit 03/01 1693 E 2ND St Beaumont CA Card 5058,1080.00,9092 Statement Feb 2024.pdf
2024-03-04,Card Purchase 03/03 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Feb 2024.pdf
2024-03-05,Card Purchase 03/05 Dd Doordash Popeyeslo 855-973-1040 CA -,-18.72,9092 Statement Feb 2024.pdf
2024-03-06,Card Purchase 03/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Feb 2024.pdf
2024-03-13,ATM Cash Deposit 03/13 1693 E 2ND St Beaumont CA Card 5058,2000.00,9092 Statement Feb 2024.pdf
2024-03-15,Card Purchase 03/14 Dd Doordash Wingstop 855-973-1040 CA Card -,-23.14,9092 Statement Feb 2024.pdf
2024-03-15,Monthly Service Fee -,-12.00,9092 Statement Feb 2024.pdf
2024-03-18,Card Purchase 03/17 Dd Doordash Wingstop 855-973-1040 CA Card -,-21.00,9092 Statement Mar 2024.pdf
2024-03-19,Card Purchase 03/19 Dd Doordash Popeyeslo 855-973-1040 CA -,-18.72,9092 Statement Mar 2024.pdf
2024-03-22,Card Purchase 03/22 Dd Doordash Fuegocrav 855-973-1040 CA -,-20.93,9092 Statement Mar 2024.pdf
2024-03-25,Card Purchase 03/22 Parchment-Univ Docs 480-719-1646 AZ Card -,-5.00,9092 Statement Mar 2024.pdf
2024-03-25,Card Purchase 03/23 Dd Doordash Domenicos 855-973-1040 CA -,-25.49,9092 Statement Mar 2024.pdf
2024-03-25,Card Purchase 03/22 Calstateapply 857-3042087 CA Card 5058 -,-70.00,9092 Statement Mar 2024.pdf
2024-03-27,Card Purchase 03/27 Dd Doordash Popeyeslo 855-973-1040 CA -,-14.73,9092 Statement Mar 2024.pdf
2024-03-29,So Cal Edison CO Bill Paymt 700788111001 Web ID: 4951240335 -,-6000.00,9092 Statement Mar 2024.pdf
2024-03-29,Recurring Card Purchase 03/29 Linkedin Pre 951043567 855-6535653 CA -,-39.99,9092 Statement Mar 2024.pdf
2024-04-01,Card Purchase 03/30 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Mar 2024.pdf
2024-04-08,Card Purchase 04/07 Dd Doordash Wingstop 855-973-1040 CA Card -,-21.24,9092 Statement Mar 2024.pdf
2024-04-08,Card Purchase 04/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Mar 2024.pdf
2024-04-11,Card Purchase 04/10 Cal Poly Humboldt 800-3398131 CA Card 5058 -,-1.32,9092 Statement Mar 2024.pdf
2024-04-11,Card Purchase 04/10 Cal Poly Humboldt 800-3398131 CA Card 5058 -,-50.00,9092 Statement Mar 2024.pdf
2024-04-15,Card Purchase 04/13 Dd Doordash Popeyeslo 855-973-1040 CA -,-19.26,9092 Statement Mar 2024.pdf
2024-04-15,Monthly Service Fee -,-12.00,9092 Statement Mar 2024.pdf
2024-04-23,Card Purchase 04/22 Wingstop 835 Olo Olo.Com CA Card 5058 -,-23.00,9092 Statement Apr 2024.pdf
2024-04-23,Card Purchase 04/22 The Eviction Center ( 951-845-5499 CA Card -,-100.00,9092 Statement Apr 2024.pdf
2024-04-25,Card Purchase 04/24 Dd Doordash Wingstop 855-973-1040 CA Card -,-22.64,9092 Statement Apr 2024.pdf
2024-04-26,Card Purchase 04/25 Cal Poly Humboldt 800-3398131 CA Card 5058 -,-100.00,9092 Statement Apr 2024.pdf
2024-04-26,Card Purchase 04/25 Cal Poly Humboldt 800-3398131 CA Card 5058 -,-2.65,9092 Statement Apr 2024.pdf
2024-04-29,Card Purchase 04/27 Dd Doordash Wingstop 855-973-1040 CA Card -,-20.50,9092 Statement Apr 2024.pdf
2024-04-29,Card Purchase 04/28 Dd Doordash Popeyeslo 855-973-1040 CA -,-19.26,9092 Statement Apr 2024.pdf
2024-04-29,Recurring Card Purchase 04/29 Linkedin Pre P23092946 855-6535653 CA -,-39.99,9092 Statement Apr 2024.pdf
2024-04-30,Card Purchase With Pin 04/30 Arco #42327 Ampm Beaumont CA Card -,-55.35,9092 Statement Apr 2024.pdf
2024-05-01,Card Purchase 05/01 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Apr 2024.pdf
2024-05-03,Card Purchase With Pin 05/03 Arco #42327 Ampm Beaumont CA Card -,-3.64,9092 Statement Apr 2024.pdf
2024-05-06,Card Purchase 05/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Apr 2024.pdf
2024-05-06,Card Purchase 05/04 Dd Doordash Wingstop 855-973-1040 CA Card -,-21.24,9092 Statement Apr 2024.pdf
2024-05-07,Payment Sent 05/07 Cash App*Chaz 800-9691940 CA Card 5058 -,-18.00,9092 Statement Apr 2024.pdf
2024-05-07,Card Purchase 05/07 Dd Doordash Wingstop 855-973-1040 CA Card -,-19.95,9092 Statement Apr 2024.pdf
2024-05-08,Card Purchase With Pin 05/07 Arco #42405 Ampm Beaumont CA Card -,-40.35,9092 Statement Apr 2024.pdf
2024-05-09,Card Purchase 05/08 IN-N-Out Beaumont Beaumont CA Card 5058 -,-8.84,9092 Statement Apr 2024.pdf
2024-05-10,Online Transfer From Chk ...3122 Transaction#: 20736671202,2000.00,9092 Statement Apr 2024.pdf
2024-05-10,Card Purchase With Pin 05/10 Wm Superc Wal-Mart Sup Beaumont CA -,-6.25,9092 Statement Apr 2024.pdf
2024-05-15,Payment Sent 05/15 Cash App*Chaz 800-9691940 CA Card 5058 -,-18.00,9092 Statement Apr 2024.pdf
2024-05-15,Monthly Service Fee -,-12.00,9092 Statement Apr 2024.pdf
2024-05-23,Payment Received 05/23 Cash App*Albert*Cash San Francisco CA,-267.32,9092 Statement May 2024.pdf
